england-premier-league-players-2018-to-2019-stats
full_name,age,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,yellow_cards_overall,red_cards_overall
Rui Pedro dos Santos Patrício,33,1988/02/15,Premier League,2018/2019,Goalkeeper,Wolverhampton Wanderers,3330,1620,1710,Portugal,37,18,19,0,0,0,0,0,0,0,0,8,6,2,0,0
Ryan Bennett,31,1990/03/06,Premier League,2018/2019,Defender,Wolverhampton Wanderers,3060,1710,1350,England,34,19,15,1,1,0,0,0,0,0,0,9,7,2,12,0
Ryan Bertrand,31,1989/08/05,Premier League,2018/2019,Defender,Southampton,2160,1170,990,England,24,13,11,1,1,0,0,0,0,0,0,6,3,3,8,0
Ryan Fraser,27,1994/02/24,Premier League,2018/2019,Midfielder,AFC Bournemouth,3173,1605,1568,Scotland,38,19,19,7,5,2,14,5,9,0,0,10,6,4,2,0
Ryan Fredericks,28,1992/10/10,Premier League,2018/2019,Midfielder,West Ham United,1085,404,681,England,15,5,10,1,1,0,0,0,0,0,0,3,2,1,5,0
Ryan Giles,21,2000/01/26,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Guno Babel,34,1986/12/19,Premier League,2018/2019,Forward,Fulham,1260,668,592,Netherlands,16,9,7,5,3,2,3,3,0,0,0,3,2,1,3,0
Ryan Schofield,21,1999/12/11,Premier League,2018/2019,Goalkeeper,Huddersfield Town,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Sessegnon,20,2000/05/18,Premier League,2018/2019,Defender,Fulham,2298,1095,1203,England,35,18,17,2,1,1,6,3,3,0,0,4,3,1,0,0
Sadio Mané,28,1992/04/10,Premier League,2018/2019,Forward,Liverpool,3086,1643,1443,Senegal,36,19,17,22,18,4,1,0,1,0,0,20,12,8,2,0
Sam Gallagher,25,1995/09/15,Premier League,2018/2019,Forward,Southampton,30,7,23,England,4,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0
Sam Surridge,22,1998/07/28,Premier League,2018/2019,Forward,AFC Bournemouth,11,0,11,England,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Vokes,31,1989/10/21,Premier League,2018/2019,Forward,Burnley,913,455,458,Wales,20,10,10,3,2,1,0,0,0,0,0,4,2,2,0,0
Sam Woods,22,1998/09/11,Premier League,2018/2019,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samir Nasri,33,1987/06/26,Premier League,2018/2019,Midfielder,West Ham United,246,102,144,France,5,2,3,0,0,0,2,2,0,0,0,1,1,0,0,0
Sandro Ramirez,25,1995/07/09,Premier League,2018/2019,Forward,Everton,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Dann,34,1987/02/14,Premier League,2018/2019,Defender,Crystal Palace,660,360,300,England,10,4,6,0,0,0,1,0,1,0,0,3,2,1,1,0
Scott McTominay,24,1996/12/08,Premier League,2018/2019,Midfielder,Manchester United,861,345,516,England,16,7,9,2,0,2,0,0,0,0,0,3,1,2,1,0
Sead Kolašinac,27,1993/06/20,Premier League,2018/2019,Defender,Arsenal,1891,1127,764,Bosnia and Herzegovina,24,14,10,0,0,0,5,3,2,0,0,5,5,0,5,0
Séamus Coleman,32,1988/10/11,Premier League,2018/2019,Defender,Everton,2560,1333,1227,Republic of Ireland,29,15,14,2,2,0,2,0,2,0,0,13,8,5,1,0
Sean Longstaff,23,1997/10/30,Premier League,2018/2019,Midfielder,Newcastle United,688,355,333,England,9,4,5,1,1,0,0,0,0,0,0,3,3,0,2,0
Sean Morrison,30,1991/01/08,Premier League,2018/2019,Defender,Cardiff City,3040,1600,1440,England,34,18,16,1,0,1,3,2,1,0,0,9,4,5,6,0
Sebastian Prödl,33,1987/06/21,Premier League,2018/2019,Defender,Watford,13,0,13,Austria,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Serge Aurier,28,1992/12/24,Premier League,2018/2019,Defender,Tottenham Hotspur,564,136,428,Côte d'Ivoire,8,2,6,0,0,0,2,0,2,0,0,3,0,3,1,0
Sergio Aguero,32,1988/06/02,Premier League,2018/2019,Forward,Manchester City,2480,1125,1355,Argentina,33,16,17,21,15,6,8,5,3,2,0,19,8,11,3,0
Sergio Germán Romero,34,1987/02/22,Premier League,2018/2019,Goalkeeper,Manchester United,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Rico,27,1993/09/01,Premier League,2018/2019,Goalkeeper,Fulham,2610,1350,1260,Spain,29,15,14,0,0,0,0,0,0,0,0,5,3,2,1,0
Shane Duffy,29,1992/01/01,Premier League,2018/2019,Defender,Brighton & Hove Albion,3088,1558,1530,Republic of Ireland,35,18,17,5,2,3,1,1,0,0,0,7,5,2,5,1
Shane Long,34,1987/01/22,Premier League,2018/2019,Forward,Southampton,1269,629,640,Republic of Ireland,26,15,11,5,3,2,1,1,0,0,0,5,2,3,3,0
Shinji Okazaki,34,1986/04/16,Premier League,2018/2019,Forward,Leicester City,269,126,143,Japan,21,13,8,0,0,0,1,0,1,0,0,2,2,0,0,0
Shkodran Mustafi,28,1992/04/17,Premier League,2018/2019,Defender,Arsenal,2617,1263,1354,Germany,31,15,16,2,0,2,0,0,0,0,0,6,5,1,9,0
Simon Francis,36,1985/02/16,Premier League,2018/2019,Defender,AFC Bournemouth,1226,675,551,England,17,9,8,0,0,0,2,1,1,0,0,5,3,2,1,0
Simon Mignolet,33,1988/03/06,Premier League,2018/2019,Goalkeeper,Liverpool,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sokratis Papastathopoulos,32,1988/06/09,Premier League,2018/2019,Defender,Arsenal,2199,1119,1080,Greece,25,13,12,1,0,1,2,2,0,0,0,6,6,0,12,0
Solomon March,26,1994/07/20,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,2473,1153,1320,England,35,16,19,1,1,0,5,1,4,0,0,6,4,2,1,0
Souleymane Bamba,36,1985/01/13,Premier League,2018/2019,Defender,Cardiff City,2475,1260,1215,Côte d'Ivoire,28,14,14,4,2,2,1,1,0,0,0,7,4,3,7,0
Stefan Marius Johansen,30,1991/01/08,Premier League,2018/2019,Midfielder,Fulham,412,130,282,Norway,12,5,7,0,0,0,0,0,0,0,0,0,0,0,4,0
Stefano Okaka,31,1989/08/09,Premier League,2018/2019,Forward,Watford,22,9,13,Italy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Stephan Lichtsteiner,37,1984/01/16,Premier League,2018/2019,Defender,Arsenal,940,408,532,Switzerland,14,7,7,0,0,0,0,0,0,0,0,2,2,0,3,0
Stephen Ward,35,1985/08/20,Premier League,2018/2019,Defender,Burnley,230,74,156,Republic of Ireland,3,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0
Steve Cook,29,1991/04/19,Premier League,2018/2019,Defender,AFC Bournemouth,2787,1350,1437,England,31,15,16,1,0,1,1,0,1,0,0,9,6,3,3,0
Steve Mounié,26,1994/09/29,Premier League,2018/2019,Forward,Huddersfield Town,1777,1009,768,Benin,31,16,15,2,2,0,3,1,2,0,0,5,3,2,2,1
Steven Davis,36,1985/01/01,Premier League,2018/2019,Midfielder,Southampton,96,6,90,Northern Ireland,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Steven Defour,32,1988/04/15,Premier League,2018/2019,Midfielder,Burnley,452,172,280,Belgium,6,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0
Stuart Armstrong,29,1992/03/30,Premier League,2018/2019,Midfielder,Southampton,1432,469,963,Scotland,29,11,18,3,1,2,2,1,1,0,0,4,1,3,2,0
Sullay Kaikai,25,1995/08/26,Premier League,2018/2019,Midfielder,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sung-Yeung Ki,32,1989/01/24,Premier League,2018/2019,Midfielder,Newcastle United,1302,824,478,South Korea,18,10,8,0,0,0,1,1,0,0,0,5,2,3,2,0
Tahith Chong,21,1999/12/04,Premier League,2018/2019,Forward,Manchester United,36,0,36,Netherlands,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terence Kongolo,27,1994/02/14,Premier League,2018/2019,Defender,Huddersfield Town,2722,1405,1317,Netherlands,32,17,15,1,0,1,1,0,1,0,0,4,3,1,4,0
Theo Walcott,32,1989/03/16,Premier League,2018/2019,Forward,Everton,2122,1114,1008,England,37,19,18,5,3,2,2,2,0,0,0,13,9,4,1,0
Tim Ream,33,1987/10/05,Premier League,2018/2019,Defender,Fulham,2051,943,1108,USA,26,13,13,0,0,0,0,0,0,0,0,5,3,2,1,0
Timothy Eyoma,21,2000/01/29,Premier League,2018/2019,Defender,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Fosu-Mensah,23,1998/01/02,Premier League,2018/2019,Defender,Fulham,795,499,296,Netherlands,12,6,6,0,0,0,0,0,0,0,0,1,1,0,3,0
Toby Alderweireld,32,1989/03/02,Premier League,2018/2019,Defender,Tottenham Hotspur,2924,1549,1375,Belgium,34,18,16,0,0,0,0,0,0,0,0,12,6,6,3,0
Tom Cairney,30,1991/01/20,Premier League,2018/2019,Midfielder,Fulham,2198,1107,1091,Scotland,31,16,15,1,1,0,1,1,0,0,0,4,3,1,0,0
Tom Cleverley,31,1989/08/12,Premier League,2018/2019,Midfielder,Watford,470,102,368,England,13,4,9,1,0,1,0,0,0,0,0,4,2,2,2,0
Tom Davies,22,1998/06/30,Premier League,2018/2019,Midfielder,Everton,975,520,455,England,16,8,8,0,0,0,0,0,0,0,0,5,3,2,3,0
Tom Heaton,34,1986/04/15,Premier League,2018/2019,Goalkeeper,Burnley,1710,900,810,England,19,10,9,0,0,0,0,0,0,0,0,4,3,1,3,0
Tom Smith,28,1992/04/14,Premier League,2018/2019,Defender,Huddersfield Town,1141,431,710,England,15,6,9,0,0,0,0,0,0,0,0,1,0,1,3,1
Trent Alexander-Arnold,22,1998/10/07,Premier League,2018/2019,Defender,Liverpool,2467,1266,1201,England,29,15,14,1,0,1,12,8,4,0,0,16,11,5,3,0
Troy Deeney,32,1988/06/29,Premier League,2018/2019,Forward,Watford,2548,1298,1250,England,32,16,16,9,3,6,5,1,4,1,0,5,3,2,5,1
Tyias Browning,26,1994/05/27,Premier League,2018/2019,Defender,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyreke Johnson,22,1998/11/03,Premier League,2018/2019,Defender,Southampton,0,0,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrone Mings,28,1993/03/13,Premier League,2018/2019,Defender,AFC Bournemouth,141,7,134,England,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente Guaita,34,1987/01/10,Premier League,2018/2019,Goalkeeper,Crystal Palace,1755,1035,720,Spain,20,12,8,0,0,0,0,0,0,0,0,7,5,2,2,0
Vicente Iborra De La Fuente,33,1988/01/16,Premier League,2018/2019,Midfielder,Leicester City,226,152,74,Spain,8,3,5,0,0,0,0,0,0,0,0,3,1,2,0,0
Víctor Camarasa,26,1994/05/28,Premier League,2018/2019,Midfielder,Cardiff City,2579,1267,1312,Spain,32,16,16,5,4,1,4,1,3,1,0,8,4,4,6,0
Victor Moses,30,1990/12/12,Premier League,2018/2019,Midfielder,Chelsea,26,17,9,Nigeria,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Victor Nilsson Lindelöf,26,1994/07/17,Premier League,2018/2019,Defender,Manchester United,2602,1112,1490,Sweden,30,13,17,1,1,0,1,0,1,0,0,6,2,4,1,0
Victor Wanyama,29,1991/06/25,Premier League,2018/2019,Midfielder,Tottenham Hotspur,509,302,207,Kenya,13,9,4,1,1,0,0,0,0,0,0,6,4,2,2,0
Viktor Gyökeres,22,1998/06/04,Premier League,2018/2019,Forward,Brighton & Hove Albion,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Janssen,26,1994/06/15,Premier League,2018/2019,Forward,Tottenham Hotspur,36,36,0,Netherlands,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Vincent Kompany,34,1986/04/10,Premier League,2018/2019,Defender,Manchester City,1223,561,662,Belgium,17,8,9,1,1,0,0,0,0,0,0,7,3,4,6,0
Virgil van Dijk,29,1991/07/08,Premier League,2018/2019,Defender,Liverpool,3385,1675,1710,Netherlands,38,19,19,4,2,2,2,1,1,0,0,21,12,9,1,0
Wayne Hennessey,34,1987/01/24,Premier League,2018/2019,Goalkeeper,Crystal Palace,1575,675,900,Wales,18,8,10,0,0,0,0,0,0,0,0,5,2,3,0,0
Wes Morgan,37,1984/01/21,Premier League,2018/2019,Defender,Leicester City,1926,783,1143,Jamaica,22,9,13,3,1,2,0,0,0,0,0,6,3,3,5,2
Wesley Hoedt,27,1994/03/06,Premier League,2018/2019,Defender,Southampton,1170,540,630,Netherlands,13,6,7,0,0,0,0,0,0,0,0,4,2,2,2,0
Wilfredo Daniel Caballero,39,1981/09/28,Premier League,2018/2019,Goalkeeper,Chelsea,180,90,90,Argentina,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0
Wilfried Zaha,28,1992/11/10,Premier League,2018/2019,Midfielder,Crystal Palace,3041,1347,1694,Côte d'Ivoire,34,15,19,10,1,9,5,3,2,0,0,10,5,5,10,1
Will Hughes,25,1995/04/17,Premier League,2018/2019,Midfielder,Watford,2436,1251,1185,England,32,16,16,2,1,1,4,2,2,0,0,5,3,2,5,0
Will Norris,27,1993/08/12,Premier League,2018/2019,Goalkeeper,Wolverhampton Wanderers,0,0,0,England,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Willian,32,1988/08/09,Premier League,2018/2019,Forward,Chelsea,2108,833,1275,Brazil,32,15,17,3,2,1,6,3,3,0,0,13,7,6,2,0
Willy Boly,30,1991/02/03,Premier League,2018/2019,Defender,Wolverhampton Wanderers,3169,1530,1639,France,36,17,19,4,2,2,0,0,0,0,0,8,6,2,3,1
Xherdan Shaqiri,29,1991/10/10,Premier League,2018/2019,Midfielder,Liverpool,1058,538,520,Switzerland,24,12,12,6,5,1,3,0,3,0,0,12,7,5,2,0
Yann Valery,22,1999/02/22,Premier League,2018/2019,Defender,Southampton,1715,1070,645,France,23,13,10,2,1,1,1,1,0,0,0,3,1,2,5,1
Yerry Fernando Mina González,26,1994/09/23,Premier League,2018/2019,Defender,Everton,890,360,530,Colombia,13,6,7,1,0,1,0,0,0,0,0,4,3,1,3,0
Yoshinori Muto,28,1992/07/15,Premier League,2018/2019,Forward,Newcastle United,516,180,336,Japan,17,8,9,1,0,1,0,0,0,0,0,5,1,4,1,0
Youri Tielemans,23,1997/05/07,Premier League,2018/2019,Midfielder,Leicester City,1092,575,517,Belgium,13,7,6,3,2,1,4,2,2,0,0,3,3,0,2,0
Yves Bissouma,24,1996/08/30,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,1769,747,1022,Mali,28,13,15,0,0,0,0,0,0,0,0,5,4,1,5,0
Zechariah Medley,20,2000/07/07,Premier League,2018/2019,Defender,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeze Steven Sessegnon,20,2000/05/18,Premier League,2018/2019,Defender,Fulham,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Fabiański,35,1985/04/18,Premier League,2018/2019,Goalkeeper,West Ham United,3420,1710,1710,Poland,38,19,19,0,0,0,0,0,0,0,0,7,4,3,0,0
